Term,CRN,Subject,Course Number,TITLE,CREDIT_HOURS,Type,LOC,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Primary Instructor
Fall 2016,10237,HIS,101.102,Foundation/West,3,LEC,HUM 130,M,,W,,F,,,"Krug, Ilana"
Fall 2016,10238,HIS,101.104,Foundation/West,3,LEC,HUM 126,M,,W,,F,,,"Scott, Meredith"
Fall 2016,10239,MAT,105.105,College Algebra,4,LEC,CH 304,,T,,R,,,,"Cybularz, Diana"
Fall 2016,10240,HIS,101.106,Foundation/West,3,LEC,HUM 144,,T,,R,,,,"Maietta, John"
Fall 2016,10241,MAT,105.106,College Algebra,4,LEC,CH 303,,T,,R,,,,"Cybularz, Diana"
Fall 2016,10242,HIS,102.101,West in the World,3,LEC,HUM 129,M,,W,,F,,,"Kennedy, Padraic"
Fall 2016,10243,MAT,105.107,College Algebra,4,LEC,GH 101,,T,,R,,,,"Breault, Holly"
Fall 2016,10244,HIS,102.102,West in the World,3,LEC,HUM 204,M,,W,,F,,,"McAdams, Kay"
Fall 2016,10245,MAT,107.101,Hist Codes/Ciphers,3,LEC,CH 205,,T,,R,,,,"Bauer, Craig"
Fall 2016,10246,HIS,102.103,West in the World,3,LEC,HUM 230,M,,W,,F,,,"Kennedy, Padraic"
Fall 2016,10247,HIS,102.104,West in the World,3,LEC,HUM 127,,T,,R,,,,"Brooks, Nicholas"
Fall 2016,10248,HIS,102.105,West in the World,3,LEC,HUM 230,,T,,R,,,,"Brooks, Nicholas"
Fall 2016,10249,HIS,111.101,American Civ I,3,LEC,HUM 144,M,,W,,F,,,"Sheeler, Thomas"
Fall 2016,10250,HIS,111.102,American Civ I,3,LEC,HUM 230,M,,W,,F,,,"Doutrich, Paul"
Fall 2016,10251,HIS,111.103,American Civ I,3,LEC,HUM 141,M,,W,,F,,,"Doutrich, Paul"
Fall 2016,10252,HIS,111.104,American Civ I,3,LEC,HUM 128,M,,W,,F,,,"Vasellas, Jay"
Fall 2016,10253,HIS,111.105,American Civ I,3,LEC,HUM 126,M,,W,,,,,"Vasellas, Jay"
Fall 2016,10254,HIS,111.106,American Civ I,3,LEC,HUM 130,,T,,R,,,,"Levy, Peter"
Fall 2016,10255,HIS,111.107,American Civ I,3,LEC,HUM 126,,T,,R,,,,"Levy, Peter"
Fall 2016,10256,HIS,111.108,American Civ I,3,LEC,HUM 130,,T,,R,,,,"Sheeler, Thomas"
Fall 2016,10257,HIS,111.109,American Civ I,3,LEC,HUM 204,,T,,R,,,,"Sheeler, Thomas"
Fall 2016,10258,HIS,112.101,American Civ II,3,LEC,HUM 129,M,,W,,F,,,"Brooks, Corey"
Fall 2016,10259,HIS,112.102,American Civ II,3,LEC,HUM 127,M,,W,,F,,,"Brooks, Corey"
Fall 2016,10260,HIS,112.103,American Civ II,3,LEC,HUM 144,M,,W,,F,,,"Brooks, Corey"
Fall 2016,10261,HIS,112.104,American Civ II,3,LEC,HUM 143,,T,,R,,,,"Kerr, John"
Fall 2016,10262,HIS,112.105,American Civ II,3,LEC,HUM 141,,T,,R,,,,"Kerr, John"
Fall 2016,10263,HIS,112.106,American Civ II,3,LEC,HUM 128,,T,,R,,,,"Greene-Kelly, Jodi"
Fall 2016,10264,HIS,112.107,American Civ II,3,LEC,HUM 126,,T,,R,,,,"Greene-Kelly, Jodi"
Fall 2016,10265,HIS,112.108,American Civ II,3,LEC,HUM 129,,T,,R,,,,"Ellsworth, Brant"
Fall 2016,10266,HIS,112.109,American Civ II,3,LEC,CH 236,,T,,R,,,,"Greene-Kelly, Jodi"
Fall 2016,10267,HIS,112.11,American Civ II,3,LEC,HUM 142,,T,,R,,,,"Ellsworth, Brant"
Fall 2016,10268,HIS,112.801,American Civ II,3,LEC,HUM 129,,T,,R,,,,"Mummert, Jeffrey"
Fall 2016,10269,HIS,121.801,World History I,3,LEC,HUM 127,,,W,,,,,"Gyenes, Scott"
Fall 2016,10270,HIS,200.101,Methods/Theory Hist,3,LEC,HUM 127,,T,,R,,,,"McAdams, Kay"
Fall 2016,10271,HIS,320.101,Europe after 1914,3,LEC,HUM 141,M,,W,,,,,"Scott, Meredith"
Fall 2016,10272,HIS,333.101,British Empire,3,LEC,HUM 206,M,,W,,F,,,"Kennedy, Padraic"
Fall 2016,10273,HIS,353.101,The Jacksonian Era,3,LEC,HUM 207,,T,,R,,,,"Doutrich, Paul"
Fall 2016,10275,HIS,365.101,Emerg Mod America,3,LEC,HUM 145,,T,,R,,,,"Levy, Peter"
Fall 2016,10276,HIS,409.801,Middle Ages in Film,3,LEC,HUM 141,,T,,,,,,"Krug, Ilana"
Fall 2016,10277,HIS,441.101,Native American Hist,3,LEC,HUM 143,,T,,R,,,,"Doutrich, Paul"
Fall 2016,10278,HIS,499.101,History Seminar,3,LEC,HUM 130,M,,W,,F,,,"Kennedy, Padraic"
Fall 2016,10279,IA,100.101,Intro Intell Anlys,3,LEC,HUM 130,M,,W,,F,,,"Weaver, John"
Fall 2016,10280,IA,100.102,Intro Intell Anlys,3,LEC,HUM 206,M,,W,,F,,,"Weaver, John"
Fall 2016,10281,IA,200.101,Intell Anlys Method,3,LEC,CH 203,,T,,R,,,,"Weaver, John"
Fall 2016,10282,IA,210.101,Writing/Intelligence,3,LEC,CH 205,,T,,R,,,,"Weaver, John"
Fall 2016,10283,INT,143.101,Intro Africa,3,LEC,HUM 128,M,,W,,F,,,"Sarfo, Kwasi"
Fall 2016,10284,MAT,108.101,Precalculus,3,LEC,CH 221,,T,,R,,,,"Orwig, John"
Fall 2016,10285,INT,143.102,Intro Africa,3,LEC,HUM 230,M,,W,,F,,,"Sarfo, Kwasi"
Fall 2016,10286,INT,144.101,Intro East Asia,3,LEC,HUM 130,M,,W,,F,,,"Li, Xiaofei"
Fall 2016,10287,MAT,111.101,Cr Thnkg/Prob Solv,3,LEC,WBC 304,M,,W,,F,,,"O'Brien, Roy"
Fall 2016,10288,INT,144.102,Intro East Asia,3,LEC,HUM 206,,T,,R,,,,"Li, Xiaofei"
Fall 2016,10289,INT,145.101,Intro Latin America,3,LEC,HUM 129,,T,,R,,,,"Aguayo, Julio"
Fall 2016,10290,MAT,111.102,Cr Thnkg/Prob Solv,3,LEC,LS 127,M,,W,,F,,,"Forry, Sue"
Fall 2016,10291,INT,145.102,Intro Latin America,3,LEC,HUM 206,,T,,R,,,,"Aguayo, Julio"
Fall 2016,10292,INT,147.101,Intro Russia,3,LEC,HUM 128,M,,W,,,,,"Kostyleff, Valery"
Fall 2016,10294,INT,147.801,Intro Russia,3,LEC,HUM 126,M,,,,,,,"Kostyleff, Valery"
Fall 2016,10295,MAT,111.103,Cr Thnkg/Prob Solv,3,LEC,CH 221,,T,,R,,,,"Deppen, Susan"
Fall 2016,10296,PS,101.101,Amer Gov/Citizenship,3,LEC,HUM 129,M,,W,,F,,,"Staff, "
Fall 2016,10297,MAT,111.104,Cr Thnkg/Prob Solv,3,LEC,HUM 15,,T,,R,,,,"Kaplan, David"
Fall 2016,10298,PS,101.102,Amer Gov/Citizenship,3,LEC,HUM 128,M,,W,,F,,,"Staff, "
Fall 2016,10299,MAT,111.105,Cr Thnkg/Prob Solv,3,LEC,CH 223,,T,,R,,,,"Kotzman, Carol"
Fall 2016,10300,PS,101.103,Amer Gov/Citizenship,3,LEC,HUM 130,M,,W,,F,,,"Staff, "
Fall 2016,10301,PS,101.104,Amer Gov/Citizenship,3,LEC,HUM 130,M,,W,,,,,"Paik, Sung Wook"
Fall 2016,10302,MAT,111.106,Cr Thnkg/Prob Solv,3,LEC,CH 301,,T,,R,,,,"Deppen, Susan"
Fall 2016,10303,PS,101.105,Amer Gov/Citizenship,3,LEC,HUM 129,,T,,R,,,,"Ortmann, Susan"
Fall 2016,10304,MAT,115.101,Math Foundations,3,LEC,CH 228,M,,W,,F,,,"Forry, Sue"
Fall 2016,10305,PS,101.108,Amer Gov/Citizenship,3,LEC,HUM 141,,T,,R,,,,"Paik, Sung Wook"
Fall 2016,10306,PS,102.101,Contemp Global Iss,3,LEC,HUM 126,M,,W,,F,,,"Salem, Hazem"
Fall 2016,10307,MAT,115.102,Math Foundations,3,LEC,CH 229,M,,W,,F,,,"Forry, Sue"
Fall 2016,10308,PS,102.102,Contemp Global Iss,3,LEC,HUM 143,,T,,R,,,,"Li, Xiaofei"
Fall 2016,10309,CS,100.101,CPADS I,3,L/L,KEC 119,M,,W,,F,,,"Hake, Donald"
Fall 2016,10310,PS,102.103,Contemp Global Iss,3,LEC,HUM 144,,T,,R,,,,"Li, Xiaofei"
Fall 2016,10311,MAT,115.103,Math Foundations,3,LEC,LS 102,M,,W,,F,,,"DeMarco, Lorie"
Fall 2016,10312,PS,102.104,Contemp Global Iss,3,LEC,HUM 128,,T,,R,,,,"Ilgenfritz, Craig"
Fall 2016,10313,MAT,120.101,Applied Calculus,3,LEC,GH 103,M,,W,,F,,,"Scholle, Terry"
Fall 2016,10314,PS,102.105,Contemp Global Iss,3,LEC,HUM 143,,T,,R,,,,"Ilgenfritz, Craig"
Fall 2016,10316,PS,110.101,Intro Poli Science,3,LEC,HUM 126,M,,W,,F,,,"Altman, John"
Fall 2016,10317,MAT,120.102,Applied Calculus,3,LEC,GH 101,M,,W,,F,,,"Scholle, Terry"
Fall 2016,10318,MAT,120.103,Applied Calculus,3,LEC,GH 101,,T,,R,,,,"Breault, Holly"
Fall 2016,10319,PS,242.101,State/Local Govt,3,LEC,HUM 205,,T,,R,,,,"Mitrick, Lorraine"
Fall 2016,10320,MAT,120.104,Applied Calculus,3,LEC,CH 301,,T,,R,,,,"Logan, Laura"
Fall 2016,10321,PS,246.101,Govt/Pol Mid East,3,LEC,HUM 143,M,,W,,F,,,"Salem, Hazem"
Fall 2016,10322,MAT,120.105,Applied Calculus,3,LEC,CH 301,,T,,R,,,,"Logan, Laura"
Fall 2016,10323,MAT,120.106,Applied Calculus,3,LEC,CH 231,,T,,R,,,,"O'Brien, Roy"
Fall 2016,10325,CS,100.102,CPADS I,3,L/L,KEC 119,M,,W,,F,,,"Babcock, David"
Fall 2016,10326,MAT,120.107,Applied Calculus,3,LEC,WOLF 317,,T,,R,,,,"Raab, Joell"
Fall 2016,10327,CS,100.103,CPADS I,3,L/L,KEC 119,M,,W,,F,,,"Babcock, David"
Fall 2016,10328,MAT,150.101,Data/Decision Making,3,LEC,WOLF 317,,T,,R,,,,"Raab, Joell"
Fall 2016,10329,CS,201.101,Fund Comp Sci II,3,LEC,KEC 123,,,W,,F,,,"Hake, Donald"
Fall 2016,10330,MAT,150.102,Data/Decision Making,3,LEC,WOLF 317,,T,,R,,,,"Raab, Joell"
Fall 2016,10331,MAT,150.801,Data/Decision Making,3,LEC,CH 229,,T,,R,,,,"Kotzman, Carol"
Fall 2016,10332,CS,201.102,Fund Comp Sci II,3,LEC,KEC 123,,,W,,F,,,"Hake, Donald"
Fall 2016,10333,MAT,171.101,Calculus I,4,LEC,CH 301,M,,W,,F,,,"Gipe, Jan"
Fall 2016,10334,PS,101.106,Amer Gov/Citizenship,3,LEC,CH 228,,T,,R,,,,"Christ, Benjamin"
Fall 2016,10335,MAT,171.102,Calculus I,4,LEC,GH 103,M,,W,,F,,,"Rose, Wendy"
Fall 2016,10336,PS,101.107,Amer Gov/Citizenship,3,LEC,HUM 129,,T,,R,,,,"Christ, Benjamin"
Fall 2016,10337,CS,201.104,Fund Comp Sci II,3,LEC,KEC 123,,,W,,F,,,"Hake, Donald"
Fall 2016,10338,PS,141.801,Am Gov: Institutions,3,LEC,HUM 126,,T,,R,,,,"Snyder, Joshua"
Fall 2016,10339,CS,201.103,Fund Comp Sci II,3,LEC,KEC 124,,,W,,F,,,"Hovemeyer, David"
Fall 2016,10340,PS,246.801,Govt/Pol Mid East,3,LEC,HUM 144,M,,,,,,,"Sanders, Ryan"
Fall 2016,10341,PS,260.101,Comparative Politics,3,LEC,HUM 142,M,,W,,,,,"Sanders, Ryan"
Fall 2016,10342,PS,262.101,Quant Analysis,3,LEC,HUM 126,M,,W,,F,,,"Altman, John"
Fall 2016,10343,PS,302.101,International Rel,3,LEC,HUM 129,M,,W,,,,,"Aguayo, Julio"
Fall 2016,10344,PS,305.101,Parties/Campgn/Elec,3,LEC,HUM 230,,T,,R,,,,"Staff, "
Fall 2016,10346,PS,308.101,Intern Pol Economy,3,LEC,HUM 128,M,,W,,F,,,"Li, Xiaofei"
Fall 2016,10347,PS,317.101,Principles of Law,3,LEC,HUM 140,M,,W,,F,,,"Sarfo, Kwasi"
Fall 2016,10348,CS,330.801,Network App/Protcls,3,LEC,KEC 124,,T,,R,,,,"Staff, "
Fall 2016,10349,PS,337.101,Administrative Law,3,LEC,HUM 126,M,,W,,F,,,"Sarfo, Kwasi"
Fall 2016,10350,PS,357.101,Health Law/Policy,3,LEC,HUM 143,M,,W,,F,,,"Sarfo, Kwasi"
Fall 2016,10351,PS,368.801,Ancient Pol Thought,3,LEC,HUM 126,M,,W,,,,,"Paik, Sung Wook"
Fall 2016,10352,CS,340.101,Program Lang Desgn,3,LEC,KEC 119,,T,,R,,,,"Hovemeyer, David"
Fall 2016,10353,CS,340.102,Program Lang Desgn,3,LEC,KEC 119,,T,,R,,,,"Hovemeyer, David"
Fall 2016,10354,PS,371.101,Amer Const Thought,3,LEC,HUM 205,,T,,R,,,,"Paik, Sung Wook"
Fall 2016,10355,CS,350.101,Data Structures,3,LEC,KEC 119,,T,,R,,,,"Moscola, James"
Fall 2016,10356,PS,474.801,Arab League,3,LEC,HUM 127,,T,,,,,,"Ilgenfritz, Craig"
Fall 2016,10357,PS,479.801,European Union,3,LEC,HUM 145,,,W,,,,,"Aguayo, Julio"
Fall 2016,10358,PS,480.801,European Union,3,LEC,HUM 145,,,W,,,,,"Aguayo, Julio"
Fall 2016,10359,CS,350.102,Data Structures,3,LEC,KEC 119,,T,,R,,,,"Moscola, James"
Fall 2016,10360,PS,482.101,Non Profit Philanthr,3,LEC,HUM 126,,T,,R,,,,"Staff, "
Fall 2016,10361,CS,370.101,Comp Graph Progrm I,3,LEC,KEC 123,,T,,R,,,,"Babcock, David"
Fall 2016,10362,CS,370.102,Comp Graph Progrm I,3,LEC,KEC 123,,T,,R,,,,"Babcock, David"
Fall 2016,10363,CS,420.101,Operating Systems,3,LEC,KEC 119,M,,W,,F,,,"Moscola, James"
Fall 2016,10364,CS,420.102,Operating Systems,3,LEC,KEC 119,M,,W,,F,,,"Moscola, James"
Fall 2016,10365,CS,456.101,Social/Prof Issues,3,LEC,KEC 117,,T,,R,,,,"Babcock, David"
Fall 2016,10366,CS,481.101,Sr Softwre Projct I,3,L/L,KEC 118,M,,,,,,,"Moscola, James"
Fall 2016,10367,ACC,220.101,Financial Acct,3,LEC,WBC 310,M,,W,,F,,,"Staff, "
Fall 2016,10368,ACC,220.102,Financial Acct,3,LEC,WBC 310,M,,W,,F,,,"Staff, "
Fall 2016,10369,ACC,220.103,Financial Acct,3,LEC,WBC 304,,T,,R,,,,"Staff, "
Fall 2016,10370,ACC,220.104,Financial Acct,3,LEC,WBC 304,,T,,R,,,,"Staff, "
Fall 2016,10371,ACC,220.801,Financial Acct,3,LEC,WBC 304,,T,,,,,,"Staff, "
Fall 2016,10372,ACC,220.802,Financial Acct,3,LEC,CH 229,,,W,,,,,"Staff, "
Fall 2016,10373,ACC,225.101,Managerial Acct,3,LEC,WBC 404,,T,,R,,,,"Staff, "
Fall 2016,10374,ACC,225.102,Managerial Acct,3,LEC,WBC 404,,T,,R,,,,"Staff, "
Fall 2016,10375,ACC,225.801,Managerial Acct,3,LEC,WBC 408,,,,R,,,,"Staff, "
Fall 2016,10376,ACC,305.101,Taxation I,3,LEC,WBC 304,,T,,R,,,,"Staff, "
Fall 2016,10377,ACC,305.801,Taxation I,3,LEC,WBC 225,,,,R,,,,"Staff, "
Fall 2016,10378,ACC,320.101,Inter Accounting I,3,LEC,WBC 304,,T,,R,,,,"Andre, Sean"
Fall 2016,10379,ACC,320.801,Inter Accounting I,3,LEC,WBC 314,,T,,R,,,,"Andre, Sean"
Fall 2016,10380,ACC,325.801,Inter Accounting II,3,LEC,CH 302,M,,,,,,,"Staff, "
Fall 2016,10381,ACC,330.101,Inter Accountng III,3,LEC,WBC 304,,T,,R,,,,"Andre, Sean"
Fall 2016,10382,ACC,350.101,Ethics/Accounting,3,LEC,WBC 304,M,,W,,,,,"Smith, Becky"
Fall 2016,10383,ACC,410.801,Auditing,3,LEC,WBC 304,M,,W,,,,,"Smith, Becky"
Fall 2016,10384,ACC,420.801,Adv Accounting I,3,LEC,WBC 403,,,W,,,,,"Andre, Sean"
Fall 2016,10385,BUS,150.101,Intro to Business,3,LEC,WBC 225,M,,W,,F,,,"March, Michael"
Fall 2016,10386,BUS,260.101,Legal Environment,3,LEC,WBC 403,M,,W,,F,,,"Benn, Niles"
Fall 2016,10387,BUS,260.102,Legal Environment,3,LEC,WBC 225,,T,,R,,,,"Bange, Kristina"
Fall 2016,10388,BUS,260.801,Legal Environment,3,LEC,WBC 403,,T,,R,,,,"Livaditis, Dorothy"
Fall 2016,10389,BUS,260.802,Legal Environment,3,LEC,WBC 403,,T,,,,,,"Livaditis, Dorothy"
Fall 2016,10390,BUS,260.803,Legal Environment,3,LEC,WBC 225,,,W,,,,,"Bange, Kristina"
Fall 2016,10391,BUS,360.801,Bus/Commercial Law,3,LEC,WBC 408,,T,,R,,,,"Addison, Brian"
Fall 2016,10392,BUS,494.101,Integrated Bus Exp,3,LEC,WBC 310,M,,W,,,,,"O'Connell, Robert"
Fall 2016,10393,BUS,494.102,Integrated Bus Exp,3,LEC,WBC 310,,T,,R,,,,"Woodall, Jefrey"
Fall 2016,10394,MAT,171.103,Calculus I,4,LEC,CH 301,M,,W,,F,,,"Gipe, Jan"
Fall 2016,10395,BUS,494.103,Integrated Bus Exp,3,LEC,WBC 225,,T,,R,,,,"Meisenhelter, Christopher"
Fall 2016,10396,ECE,220.101,D&A/Digital Circuits,4,L/L,KEC 129,,T,,R,,,,"Forsyth, Jason"
Fall 2016,10397,BUS,494.104,Integrated Bus Exp,3,LEC,WBC 310,,T,,R,,,,"Green, Robert"
Fall 2016,10398,BUS,495.101,Bus Strategy/Policy,3,LEC,WBC 404,,T,,R,,,,"Azriel, Jay"
Fall 2016,10399,BUS,495.102,Bus Strategy/Policy,3,LEC,CH 302,,T,,R,,,,"Deremer, Lee"
Fall 2016,10400,BUS,495.801,Bus Strategy/Policy,3,LEC,WBC 408,M,,,,,,,"Barteld, John"
Fall 2016,10401,BUS,495.802,Bus Strategy/Policy,3,LEC,WBC 314,,T,,,,,,"Barteld, John"
Fall 2016,10402,ECO,200.101,Prin Econ-Macro,3,LEC,WBC 404,M,,W,,F,,,"Randolph, Erik"
Fall 2016,10403,MAT,171.801,Calculus I,4,LEC,CH 227,M,,W,,,,,"Kaplan, David"
Fall 2016,10404,ECE,220.102,D&A/Digital Circuits,4,L/L,KEC 129,,T,,R,,,,"Forsyth, Jason"
Fall 2016,10405,MAT,171.104,Calculus I,4,LEC,CH 302,,T,,R,,,,"Babcock, Bruce"
Fall 2016,10406,MAT,171.802,Calculus I,4,LEC,CH 103,,T,,R,,,,"Kaplan, David"
Fall 2016,10407,MAT,172.101,Calculus II,4,LEC,CH 304,M,,W,,F,,,"Johnson, Ellen"
Fall 2016,10408,ECO,200.102,Prin Econ-Macro,3,LEC,WBC 404,M,,W,,F,,,"Randolph, Erik"
Fall 2016,10409,MAT,172.102,Calculus II,4,LEC,CH 205,M,,W,,F,,,"Johnson, Ellen"
Fall 2016,10410,ECO,200.103,Prin Econ-Macro,3,LEC,WBC 404,M,,W,,F,,,"Randolph, Erik"
Fall 2016,10411,ECO,200.104,Prin Econ-Macro,3,LEC,WBC 404,M,,W,,F,,,"Cho, Insoo"
Fall 2016,10412,MAT,235.101,Discrete Math,3,LEC,CH 227,,T,,R,,,,"Bauer, Craig"
Fall 2016,10413,ECO,200.801,Prin Econ-Macro,3,LEC,WBC 403,,,,R,,,,"Murphy, Thomas"
Fall 2016,10414,ECO,201.101,Prin Econ-Micro,3,LEC,WBC 403,M,,W,,F,,,"Cho, Insoo"
Fall 2016,10415,ECE,310.101,D&A/Analog Circuits,4,L/L,KEC 122,M,,W,,F,,,"Kearns, James"
Fall 2016,10416,ECO,201.102,Prin Econ-Micro,3,LEC,WBC 404,M,,W,,F,,,"Cho, Insoo"
Fall 2016,10417,ECO,201.103,Prin Econ-Micro,3,LEC,WBC 408,M,,W,,,,,"Seaquist, Carl"
Fall 2016,10418,MAT,250.101,Statistics,3,LEC,CH 301,,T,,R,,,,"Deppen, Susan"
Fall 2016,10419,ECE,332.101,Intro Signal Proces,4,L/L,KEC 126,M,,W,,F,,,"Staff, "
Fall 2016,10420,MAT,260.101,Linear Algebra I,3,LEC,CH 231,M,,W,,,,,"Butler, Frederick"
Fall 2016,10421,ECO,201.104,Prin Econ-Micro,3,LEC,WBC 404,,T,,R,,,,"Slaysman, Kenneth"
Fall 2016,10422,ECO,205.801,Economic Perspctvs,3,LEC,WBC 304,M,,W,,F,,,"Cho, Insoo"
Fall 2016,10423,MAT,272.101,Diff Equations,4,LEC,CH 231,M,,W,,,,,"Butler, Frederick"
Fall 2016,10424,ECO,340.101,Econ Development,3,LEC,WBC 221,,T,,R,,,,"Slaysman, Kenneth"
Fall 2016,10425,MAT,272.102,Diff Equations,4,LEC,CH 221,M,,W,,F,,,"Yuan, Haiping"
Fall 2016,10426,ECO,360.101,Intermediate Macro,3,LEC,WBC 221,,T,,R,,,,"Sadowski, Nicole"
Fall 2016,10427,EGR,100.101,Epads I,2,L/L,KEC 128,M,,W,,F,,,"Kearns, James"
Fall 2016,10428,ENT,150.101,Intro Entrepreneur,3,LEC,WBC 225,M,,W,,F,,,"March, Michael"
Fall 2016,10429,MAT,272.103,Diff Equations,4,LEC,CH 303,,T,,R,,,,"Butler, Frederick"
Fall 2016,10430,EGR,100.102,Epads I,2,L/L,KEC 130,M,,W,,F,,,"Garrison, Timothy"
Fall 2016,10431,ENT,150.102,Intro Entrepreneur,3,LEC,WBC 404,,T,,R,,,,"Azriel, Jay"
Fall 2016,10432,ENT,150.103,Intro Entrepreneur,3,LEC,CH 203,,T,,R,,,,"Azriel, Jay"
Fall 2016,10433,MAT,280.101,Math Structures,3,LEC,WOLF 317,,T,,R,,,,"Butler, Frederick"
Fall 2016,10434,ENT,150.104,Intro Entrepreneur,3,LEC,LS 126,,T,,R,,,,"Azriel, Jay"
Fall 2016,10435,EGR,100.103,Epads I,2,L/L,KEC 130,M,,W,,F,,,"Celik, Emine"
Fall 2016,10436,MAT,291.101,App Math/Chem&Math,4,LEC,CH 304,M,,W,,,,,"Kaplan, David"
Fall 2016,10437,ENT,350.101,Creativity/Innovtn,3,LEC,CH 228,,T,,R,,,,"Patnode, Gerald"
Fall 2016,10438,EGR,100.104,Epads I,2,L/L,KEC 128,M,,W,,F,,,"Forsyth, Jason"
Fall 2016,10439,ENT,472.101,Special Topics,3,LEC,CH 223,,T,,R,,,,"Brubaker, Jessica"
Fall 2016,10440,MAT,320.101,Number Theory,3,LEC,CH 301,M,,W,,F,,,"Yuan, Haiping"
Fall 2016,10441,MAT,350.101,Probability/Stats,3,LEC,GH 103,M,,W,,F,,,"Scholle, Terry"
Fall 2016,10442,EGR,100.105,Epads I,2,L/L,KEC 128,M,,W,,F,,,"Kearns, James"
Fall 2016,10443,MAT,361.101,Abstract Algebra,3,LEC,WOLF 317,,T,,R,,,,"Butler, Frederick"
Fall 2016,10444,EGR,100.106,Epads I,2,L/L,KEC 130,M,,W,,F,,,"Garrison, Timothy"
Fall 2016,10445,EGR,290.101,Enginrg Career Trng,1,MND,KEC 130,,T,,,,,,"Wilkes, Joanne"
Fall 2016,10446,EGR,342.101,Sys Model/Analysis,3,LEC,KEC 129,M,,W,,F,,,"Celik, Emine"
Fall 2016,10447,EGR,342.102,Sys Model/Analysis,3,LEC,KEC 129,M,,W,,F,,,"Celik, Emine"
Fall 2016,10448,EGR,491.101,Co-op I,2,MND, ,,,,,,,,"Kuchnicki, Stephen"
Fall 2016,10449,EGR,491.102,Co-op I,2,MND, ,,,,,,,,"Blanding, Wayne"
Fall 2016,10450,EGR,492.101,Co-op II,2,MND, ,,,,,,,,"Kuchnicki, Stephen"
Fall 2016,10451,EGR,492.102,Co-op II,2,MND, ,,,,,,,,"Blanding, Wayne"
Fall 2016,10452,EGR,493.101,Co-op III,2,MND, ,,,,,,,,"Kuchnicki, Stephen"
Fall 2016,10453,EGR,493.102,Co-op III,2,MND, ,,,,,,,,"Blanding, Wayne"
Fall 2016,10454,ME,250.101,Statics,3,L/L,KEC 127,M,,W,,F,,,"Staff, "
Fall 2016,10455,FIN,300.101,Managrl Finance I,3,LEC,WBC 221,M,,W,,F,,,"Madhogarhia, Pawan"
Fall 2016,10456,ME,250.102,Statics,3,L/L,KEC 127,M,,W,,F,,,"Staff, "
Fall 2016,10457,FIN,300.102,Managrl Finance I,3,LEC,WBC 221,,T,,R,,,,"Forjan, James"
Fall 2016,10458,ME,351.101,Instrumnt/Micro Lab,1,LAB,KEC 122,,T,,,,,,"Celik, Emine"
Fall 2016,10459,FIN,300.103,Managrl Finance I,3,LEC,WBC 221,,T,,R,,,,"Herzberger, Robert"
Fall 2016,10460,FIN,300.801,Managrl Finance I,3,LEC,WBC 221,,T,,R,,,,"Sadowski, Nicole"
Fall 2016,10461,ME,351.102,Instrumnt/Micro Lab,1,LAB,KEC 122,,,,R,,,,"Celik, Emine"
Fall 2016,10462,FIN,310.801,Real Estate Finance,3,LEC,WBC 225,,T,,,,,,"Gregory, Teresa"
Fall 2016,10463,ME,360.101,Fluid Mechanics,3,LEC,KEC 127,,T,,R,,,,"Staff, "
Fall 2016,10464,FIN,320.101,Investments,3,LEC,WBC 221,,T,,R,,,,"Forjan, James"
Fall 2016,10465,FIN,320.102,Investments,3,LEC,WBC 221,,T,,R,,,,"Forjan, James"
Fall 2016,10466,ME,360.102,Fluid Mechanics,3,LEC,KEC 127,,T,,R,,,,"Staff, "
Fall 2016,10467,FIN,330.801,Risk Mgmt/Insurance,3,LEC,WBC 221,M,,,,,,,"Murphy, Thomas"
Fall 2016,10468,ME,361.101,Thermo/Fluids Exp,1,LAB,KEC 133,,T,,,,,,"Staff, "
Fall 2016,10469,FIN,340.801,Financial Institutions,3,LEC,WBC 221,,,W,,,,,"Madhogarhia, Pawan"
Fall 2016,10470,IBS,200.101,Internatl Business,3,LEC,WBC 304,M,,W,,F,,,"Osborn, Richard"
Fall 2016,10471,ME,361.102,Thermo/Fluids Exp,1,LAB,KEC 133,,,W,,,,,"Staff, "
Fall 2016,10472,IBS,200.102,Internatl Business,3,LEC,WBC 304,M,,W,,F,,,"Osborn, Richard"
Fall 2016,10473,ME,361.103,Thermo/Fluids Exp,1,LAB,KEC 133,,,,R,,,,"Staff, "
Fall 2016,10474,IBS,370.801,Internat Marketing,3,LEC,HUM 126,,,W,,,,,"Hansen, Karen"
Fall 2016,10475,IBS,375.101,Internat Managemnt,3,LEC,WBC 314,M,,W,,,,,"Barteld, John"
Fall 2016,10476,ME,380.101,Machine Design,4,L/L,KEC 127,M,,W,,F,,,"Kuchnicki, Stephen"
Fall 2016,10477,IBS,405.101,Internatl Finance,3,LEC,WBC 221,M,,W,,,,,"Madhogarhia, Pawan"
Fall 2016,10478,IBS,480.101,Glob Sup Chain Mgmt,3,LEC,WBC 206,,T,,R,,,,"Sumutka, Andrew"
Fall 2016,10479,ME,380.102,Machine Design,4,L/L,KEC 127,M,,W,,F,,,"Kuchnicki, Stephen"
Fall 2016,10480,MAT,371.101,Elem Analysis I,3,LEC,CH 232,M,,W,,F,,,"Yuan, Haiping"
